time,building,meter,avgVoltage,currentA,currentB,currentC,powerA,powerB,powerC
2022-08-17 13:00:00,NAG,NAG02,,,,,(58.27272727272727-25j),(62.63636363636363-27.63636363636364j),(59.63636363636363-28.818181818181817j)
2022-08-17 13:05:00,NAG,NAG02,,,,,(40.66666666666666-20.444444444444443j),(44.55555555555556-22.444444444444443j),(42.333333333333336-23.88888888888889j)
2022-08-17 13:10:00,NAG,NAG02,,,,,(15-11.2j),(17.733333333333334-12.2j),(16.866666666666667-13.2j)
2022-08-17 13:15:00,NAG,NAG02,,,,,(35.5-18.5j),(39.083333333333336-20.5j),(37.16666666666666-21.58333333333333j)
2022-08-17 13:20:00,NAG,NAG02,,,,,(51.41666666666666-24.5j),(56-27.33333333333333j),(53.5-29.08333333333333j)
2022-08-17 13:25:00,NAG,NAG02,,,,,(51.583333333333336-24.666666666666668j),(56.333333333333336-27.25j),(53.583333333333336-29.25j)
2022-08-17 13:30:00,NAG,NAG02,,,,,(52.27272727272727-25j),(57.09090909090909-27.27272727272728j),(54.18181818181818-29j)
2022-08-17 13:35:00,NAG,NAG02,,,,,(53.21428571428572-25.571428571428573j),(58.07142857142857-28.285714285714285j),(55-29.785714285714285j)
2022-08-17 13:40:00,NAG,NAG02,,,,,(57.69230769230769-26.53846153846154j),(62.84615384615385-30.07692307692308j),(59-31.46153846153846j)
2022-08-17 13:45:00,NAG,NAG02,,,,,(60.63636363636363-27j),(65.9090909090909-31j),(61.72727272727273-32.09090909090909j)
2022-08-17 13:50:00,NAG,NAG02,,,,,(62.38461538461539-27.615384615384617j),(67.38461538461539-31.46153846153846j),(63.23076923076923-32.84615384615385j)
2022-08-17 13:55:00,NAG,NAG02,,,,,(62.333333333333336-27.58333333333333j),(67.41666666666667-31.166666666666668j),(63.41666666666666-32.25j)
2022-08-17 14:00:00,NAG,NAG02,,,,,(62.42857142857143-27.571428571428573j),(67.71428571428571-30.642857142857142j),(63.85714285714285-32.214285714285715j)
2022-08-17 14:05:00,NAG,NAG02,,,,,(62.5-27.5j),(67.66666666666667-30.916666666666668j),(64-32.5j)
2022-08-17 14:10:00,NAG,NAG02,,,,,(63.642857142857146-27.5j),(68.35714285714286-30.928571428571427j),(64.5-32.214285714285715j)
