average_voltage,current_A,current_B,current_C
(12263.852360330187+0j),(74.15384615384616+0j),(76.23076923076923-120j),(77.23076923076923+120j)
(12249.217271198886+0j),(77.46666666666667+0j),(79.8-120j),(80.26666666666667+120j)
(12248.568439467794+0j),(75.64285714285714+0j),(78.21428571428571-120j),(78.57142857142857+120j)
(12248.75243021292+0j),(74.07692307692308+0j),(77.6923076923077-120j),(77.61538461538461+120j)
(12236.155408680217+0j),(74.64285714285714+0j),(77.21428571428571-120j),(77.92857142857143+120j)
(12232.631034234779+0j),(74.92307692307692+0j),(77.23076923076923-120j),(78.07692307692308+120j)
(12227.866308386852+0j),(78.35714285714286+0j),(80.57142857142857-120j),(81.07142857142857+120j)
(12226.381693408937+0j),(79.14285714285714+0j),(81.71428571428571-120j),(82.42857142857143+120j)
(12212.03041528908+0j),(78.07142857142857+0j),(80.42857142857143-120j),(81.28571428571429+120j)
(12210.611783199069+0j),(76.86666666666666+0j),(79.26666666666667-120j),(80.26666666666667+120j)
(12201.181728802305+0j),(76.93333333333334+0j),(79.26666666666667-120j),(80.66666666666667+120j)
(12198.174008828526+0j),(76.5+0j),(78.78571428571429-120j),(79.5+120j)
(12199.06477781528+0j),(76.93333333333334+0j),(79.66666666666667-120j),(80.2+120j)
(12191.195049530634+0j),(80.92307692307692+0j),(83-120j),(83.38461538461539+120j)
(12191.452002122964+0j),(79+0j),(81.5-120j),(82.21428571428571+120j)
(12184.477061013755+0j),(78.93333333333334+0j),(80.86666666666666-120j),(81.53333333333333+120j)
(12187.941162628893+0j),(78.6+0j),(80.93333333333334-120j),(81.26666666666667+120j)
(12185.101149161877+0j),(78.21428571428571+0j),(80.64285714285714-120j),(81.21428571428571+120j)
(12182.544312255466+0j),(78.07142857142857+0j),(80.5-120j),(80.78571428571429+120j)
(12177.317917675802+0j),(78+0j),(80.86666666666666-120j),(81.33333333333333+120j)
(12166.667179852751+0j),(78.35714285714286+0j),(81.21428571428571-120j),(81.71428571428571+120j)
(12167.698162476303+0j),(78.64285714285714+0j),(81-120j),(81.5+120j)
(12181.646564309418+0j),(78.46153846153847+0j),(81.61538461538461-120j),(81.38461538461539+120j)
(12163.538491251145+0j),(79.46666666666667+0j),(82.26666666666667-120j),(82.2+120j)
(12156.57179800292+0j),(79.33333333333333+0j),(81.8-120j),(81.86666666666666+120j)
(12155.932271550897+0j),(78.92307692307692+0j),(81.92307692307692-120j),(81.6923076923077+120j)
(12151.683565723783+0j),(79.46666666666667+0j),(82-120j),(81.73333333333333+120j)
(12147.719093875348+0j),(80.33333333333333+0j),(83.2-120j),(83+120j)
(12246.7126707454+0j),(79.5+0j),(82-120j),(82.35714285714286+120j)
(12263.141775383494+0j),(79.92307692307692+0j),(82.15384615384616-120j),(82.92307692307692+120j)
(12255.86779644255+0j),(80.28571428571429+0j),(82.42857142857143-120j),(82.92857142857143+120j)
(12249.794621468074+0j),(81+0j),(82.93333333333334-120j),(83.6+120j)
(12240.815450138676+0j),(80.92857142857143+0j),(82.85714285714286-120j),(83.42857142857143+120j)
(12233.1639729448+0j),(80.07692307692308+0j),(82.53846153846153-120j),(83.3076923076923+120j)
(12237.708755833039+0j),(79.8+0j),(82.33333333333333-120j),(83.13333333333334+120j)
(12243.023339080193+0j),(80.3076923076923+0j),(82.46153846153847-120j),(83.3076923076923+120j)
(12237.323855653576+0j),(80.33333333333333+0j),(82.6-120j),(83.2+120j)
(12228.90046326463+0j),(80.84615384615384+0j),(82.92307692307692-120j),(83.6923076923077+120j)
(12226.97004082611+0j),(80.26666666666667+0j),(82.73333333333333-120j),(83.26666666666667+120j)
(12226.587889933646+0j),(79.78571428571429+0j),(81.78571428571429-120j),(82.85714285714286+120j)
(12226.191358155356+0j),(81.07692307692308+0j),(83.46153846153847-120j),(83.76923076923077+120j)
(12233.522966381412+0j),(80.66666666666667+0j),(82.75-120j),(83.58333333333333+120j)
(12227.288958117662+0j),(81.07142857142857+0j),(83.57142857142857-120j),(84.14285714285714+120j)
(12204.566101094557+0j),(80.78571428571429+0j),(83.5-120j),(84.07142857142857+120j)
(12199.081273537256+0j),(81+0j),(83.14285714285714-120j),(83.78571428571429+120j)
(12198.756857671711+0j),(80.73333333333333+0j),(83.2-120j),(83.66666666666667+120j)
(12195.905847056712+0j),(82.14285714285714+0j),(84.42857142857143-120j),(85.28571428571429+120j)
(12192.565463356403+0j),(82+0j),(84.71428571428571-120j),(85.35714285714286+120j)
(12190.95713046366+0j),(81.78571428571429+0j),(84.71428571428571-120j),(84.42857142857143+120j)
(12180.047748179355+0j),(85.15384615384616+0j),(88.38461538461539-120j),(88.38461538461539+120j)
(12166.584701242866+0j),(91.85714285714286+0j),(94.85714285714286-120j),(95.35714285714286+120j)
(12155.408849603555+0j),(95.21428571428572+0j),(97.57142857142856-120j),(98.42857142857144+120j)
(12152.290523699086+0j),(94.3846153846154+0j),(97.3846153846154-120j),(97.53846153846152+120j)
(12180.523586313302+0j),(93.64285714285714+0j),(96.5-120j),(96.78571428571428+120j)
(12181.224654497319+0j),(92.85714285714286+0j),(95.71428571428572-120j),(95.92857142857144+120j)
(12182.357149256113+0j),(90.15384615384616+0j),(93.3846153846154-120j),(93.3846153846154+120j)
(12188.13361271862+0j),(87.93333333333334+0j),(90.93333333333334-120j),(90.93333333333334+120j)
(12182.008201291219+0j),(87.85714285714286+0j),(90.57142857142856-120j),(90.57142857142856+120j)
(12177.818287909098+0j),(87.13333333333334+0j),(89.93333333333334-120j),(90.26666666666668+120j)
(12176.432647263044+0j),(87.46666666666667+0j),(90.33333333333331-120j),(90.4+120j)
(12167.612511612195+0j),(88.38461538461539+0j),(91.76923076923076-120j),(91.53846153846152+120j)
(12167.967804085542+0j),(88.15384615384616+0j),(91.3076923076923-120j),(91+120j)
(12177.55435635747+0j),(86.71428571428571+0j),(89.92857142857143-120j),(89.92857142857143+120j)
(12182.97891108447+0j),(87.23076923076923+0j),(89.6923076923077-120j),(90.23076923076924+120j)
(12189.442273328783+0j),(87+0j),(89.6-120j),(90+120j)
(12188.647729386901+0j),(87.78571428571429+0j),(90.5-120j),(90.57142857142856+120j)
(12183.511849794493+0j),(86.53846153846153+0j),(89.46153846153847-120j),(89.38461538461539+120j)
(12175.585866868232+0j),(85.6+0j),(88.33333333333333-120j),(89.33333333333333+120j)
(12179.011478465425+0j),(86.5+0j),(89-120j),(89.83333333333333+120j)
(12178.981870759311+0j),(87+0j),(89.46153846153847-120j),(90+120j)
(12177.915993339271+0j),(86.07692307692308+0j),(88.92307692307692-120j),(89.07692307692308+120j)
(12178.360108930954+0j),(85.76923076923077+0j),(88.61538461538461-120j),(88.92307692307692+120j)
(12168.234273440552+0j),(86.92307692307692+0j),(89.46153846153847-120j),(89.92307692307692+120j)
(12167.233532973958+0j),(86.6+0j),(89.33333333333333-120j),(89.93333333333334+120j)
(12158.650258972004+0j),(86+0j),(88.73333333333333-120j),(89.13333333333334+120j)
(12156.802738110597+0j),(86.86666666666666+0j),(89.13333333333334-120j),(89.66666666666667+120j)
(12153.882995320695+0j),(86.85714285714286+0j),(89.64285714285714-120j),(89.71428571428571+120j)
(12161.690970389736+0j),(85.2+0j),(88.13333333333334-120j),(88.06666666666666+120j)
(12165.125464298762+0j),(85.07692307692308+0j),(87.61538461538461-120j),(87.84615384615384+120j)
(12157.26461832595+0j),(85.33333333333333+0j),(87.86666666666666-120j),(88.8+120j)
(12150.336415095673+0j),(85.14285714285714+0j),(87.57142857142857-120j),(88.14285714285714+120j)
(12149.759064826485+0j),(84.85714285714286+0j),(87.57142857142857-120j),(88.42857142857143+120j)
(12170.626153127194+0j),(83.35714285714286+0j),(86.92857142857143-120j),(86.85714285714286+120j)
(12170.428204463471+0j),(83.13333333333334+0j),(86.2-120j),(86.46666666666667+120j)
(12168.852863014683+0j),(84.07142857142857+0j),(86.64285714285714-120j),(87.28571428571429+120j)
(12167.390453816352+0j),(84.38461538461539+0j),(86.92307692307692-120j),(87.23076923076923+120j)
(12166.368987955477+0j),(83.3076923076923+0j),(85.92307692307692-120j),(86.46153846153847+120j)
(12170.158774337851+0j),(81.86666666666666+0j),(84.2-120j),(84.73333333333333+120j)
(12168.894102319626+0j),(81.92857142857143+0j),(84.5-120j),(84.78571428571429+120j)
(12192.527396305686+0j),(69.3076923076923+0j),(71.61538461538461-120j),(72.15384615384616+120j)
(12199.369948671849+0j),(67+0j),(68.92857142857143-120j),(69.78571428571429+120j)
(12203.497051420287+0j),(68.84615384615384+0j),(71.07692307692308-120j),(71.84615384615384+120j)
(12193.480226120571+0j),(69.18181818181819+0j),(71.27272727272727-120j),(72+120j)
(12193.513967370069+0j),(71+0j),(72.78571428571429-120j),(73.5+120j)
(12196.978068985209+0j),(72.57142857142857+0j),(74.71428571428571-120j),(75.64285714285714+120j)
(12186.874439274388+0j),(76.85714285714286+0j),(79.07142857142857-120j),(79.64285714285714+120j)
(12181.63704754674+0j),(82.85714285714286+0j),(85.28571428571429-120j),(85.85714285714286+120j)
(12178.742048339804+0j),(84.26666666666667+0j),(86.33333333333333-120j),(87.6+120j)
(12178.241678106504+0j),(83+0j),(85.06666666666666-120j),(85.93333333333334+120j)
(12176.39965581909+0j),(84.5+0j),(87-120j),(87.28571428571429+120j)
(12169.5539311987+0j),(83.5+0j),(85.71428571428571-120j),(86.57142857142857+120j)
(12180.935979362725+0j),(80.33333333333333+0j),(82.46666666666667-120j),(83.2+120j)
(12191.080848378486+0j),(77.71428571428571+0j),(79.71428571428571-120j),(80.42857142857143+120j)
(12190.091105059873+0j),(75.78571428571429+0j),(78.07142857142857-120j),(78.85714285714286+120j)
(12194.874864433159+0j),(76.21428571428571+0j),(77.92857142857143-120j),(79.35714285714286+120j)
(12229.699871329663+0j),(63.92307692307692+0j),(65.23076923076923-120j),(66.61538461538461+120j)
(12236.897716169176+0j),(63.85714285714285+0j),(65.14285714285714-120j),(66.42857142857143+120j)
(12251.150654408017+0j),(62.53846153846154+0j),(64.3076923076923-120j),(65.38461538461539+120j)
(12250.256501683425+0j),(64.73333333333333+0j),(66.33333333333333-120j),(66.93333333333334+120j)
(12254.13574563498+0j),(65.85714285714286+0j),(67.57142857142857-120j),(68.42857142857143+120j)
(12247.53745684424+0j),(67.28571428571429+0j),(69.5-120j),(70.21428571428571+120j)
(12258.262425416187+0j),(69.26666666666667+0j),(71.26666666666667-120j),(72.06666666666666+120j)
(12268.019644965492+0j),(68.5+0j),(70.75-120j),(71.25+120j)
(12272.234301930575+0j),(68.06666666666666+0j),(70.6-120j),(71.13333333333334+120j)
(12264.690258413164+0j),(68.93333333333334+0j),(71-120j),(71.46666666666667+120j)
(12271.935264098842+0j),(68.38461538461539+0j),(70-120j),(70.38461538461539+120j)
(12265.311597274294+0j),(67.64285714285714+0j),(69.71428571428571-120j),(69.78571428571429+120j)
(12281.77982638118+0j),(67.26666666666667+0j),(69-120j),(69.73333333333333+120j)
(12285.051477906585+0j),(67.25+0j),(68.83333333333333-120j),(69.66666666666667+120j)
(12292.818213670684+0j),(67.64285714285714+0j),(68.92857142857143-120j),(70+120j)
(12300.669542880818+0j),(67.46153846153847+0j),(68.76923076923077-120j),(69.76923076923077+120j)
(12300.09219261163+0j),(67.15384615384616+0j),(69.23076923076923-120j),(69.38461538461539+120j)
(12305.451187417953+0j),(65.8+0j),(68.2-120j),(68.2+120j)
(12306.182497758928+0j),(65.86666666666666+0j),(67.93333333333334-120j),(68.46666666666667+120j)
(12311.070730038065+0j),(65.66666666666667+0j),(67.4-120j),(68.66666666666667+120j)
(12322.675470448778+0j),(61.75+0j),(63.5-120j),(64.41666666666667+120j)
(12327.27206682271+0j),(60.84615384615385+0j),(62.23076923076923-120j),(63+120j)
(12339.78428342576+0j),(59.86666666666667+0j),(61.66666666666666-120j),(61.93333333333333+120j)
(12335.212219151179+0j),(60.21428571428572+0j),(62-120j),(62.71428571428572+120j)
(12328.083317970188+0j),(60.266666666666666+0j),(61.93333333333333-120j),(62.66666666666666+120j)
(12335.995765945081+0j),(59.5+0j),(61.42857142857143-120j),(61.92857142857143+120j)
(12343.666276664315+0j),(59+0j),(60.71428571428572-120j),(61.35714285714285+120j)
(12359.248389423983+0j),(58.61538461538461+0j),(60.07692307692308-120j),(60.53846153846154+120j)
(12362.171477500158+0j),(57+0j),(58.72727272727273-120j),(59.36363636363637+120j)
(12353.811145680074+0j),(58.142857142857146+0j),(60.07142857142857-120j),(60.142857142857146+120j)
(12355.213282048106+0j),(59+0j),(60.642857142857146-120j),(61.07142857142857+120j)
(12358.144021985994+0j),(59.266666666666666+0j),(61.333333333333336-120j),(61.333333333333336+120j)
(12350.058368930342+0j),(55.35714285714285+0j),(57.21428571428572-120j),(57.57142857142857+120j)
(12361.357938484482+0j),(53.642857142857146+0j),(55.42857142857143-120j),(55.71428571428572+120j)
(12367.997466580164+0j),(53.785714285714285+0j),(55.85714285714285-120j),(56.35714285714285+120j)
(12377.279482446364+0j),(53.69230769230769+0j),(55.46153846153846-120j),(55.61538461538461+120j)
(12376.503760546222+0j),(53.46666666666667+0j),(55.13333333333333-120j),(55.13333333333333+120j)
(12382.843616359325+0j),(52.35714285714285+0j),(54.35714285714285-120j),(54.42857142857143+120j)
(12384.856094440498+0j),(51.333333333333336+0j),(53.2-120j),(53.333333333333336+120j)
(12385.111778131139+0j),(47.5+0j),(48.785714285714285-120j),(49.42857142857143+120j)
(12390.28318697088+0j),(44.266666666666666+0j),(45.53333333333333-120j),(46.333333333333336+120j)
(12397.981190560078+0j),(45+0j),(46.266666666666666-120j),(47.4+120j)
(12406.17956438257+0j),(51.93333333333333+0j),(53.333333333333336-120j),(54.266666666666666+120j)
(12421.883491704528+0j),(53.93333333333333+0j),(55.53333333333333-120j),(56+120j)
(12430.582235760317+0j),(51.8+0j),(52.8-120j),(53.8+120j)
(12420.574831094364+0j),(50.6+0j),(51.6-120j),(52.6+120j)
(12413.0692775949+0j),(50.13333333333333+0j),(50.53333333333333-120j),(51.93333333333333+120j)
(12426.22736515843+0j),(50.57142857142857+0j),(51.57142857142857-120j),(53+120j)
(12435.0113371111+0j),(50.92857142857143+0j),(51.85714285714285-120j),(53.07142857142857+120j)
(12440.343896465542+0j),(48+0j),(49.07692307692308-120j),(50+120j)
(12452.867956151038+0j),(41.86666666666667+0j),(42.73333333333333-120j),(43.6+120j)
(12458.641458842934+0j),(40.92307692307692+0j),(42.23076923076923-120j),(43.07692307692308+120j)
(12469.211409925023+0j),(41+0j),(41.76923076923077-120j),(42.69230769230769+120j)
(12469.803564047268+0j),(43.06666666666667+0j),(43.53333333333333-120j),(44.8+120j)
(12463.748788147304+0j),(42.76923076923077+0j),(43.46153846153846-120j),(44.46153846153846+120j)
(12477.611539116308+0j),(42+0j),(42.85714285714285-120j),(43.71428571428572+120j)
(12479.159599178749+0j),(42.07692307692308+0j),(43.23076923076923-120j),(43.76923076923077+120j)
(12468.4976527241+0j),(42.07142857142857+0j),(43.42857142857143-120j),(44.35714285714285+120j)
(12466.9908319666+0j),(42.92307692307692+0j),(43.76923076923077-120j),(44.30769230769231+120j)
(12483.582990471927+0j),(42.06666666666667+0j),(43.46666666666667-120j),(44.06666666666667+120j)
(12480.802826867983+0j),(41.46153846153846+0j),(42.69230769230769-120j),(43.61538461538461+120j)
(12491.179270442262+0j),(41.57142857142857+0j),(43-120j),(43.142857142857146+120j)
(12430.227577737818+0j),(42.42857142857143+0j),(43.642857142857146-120j),(44.07142857142857+120j)
(12393.277160509679+0j),(42.71428571428572+0j),(43.85714285714285-120j),(44.85714285714285+120j)
(12404.906644503357+0j),(42.21428571428572+0j),(43.142857142857146-120j),(43.642857142857146+120j)
(12401.442542888219+0j),(41.785714285714285+0j),(43.21428571428572-120j),(43.642857142857146+120j)
(12429.081125060426+0j),(42.6+0j),(43.53333333333333-120j),(44.8+120j)
(12477.605194607853+0j),(43.76923076923077+0j),(44.15384615384615-120j),(45.69230769230769+120j)
(12473.22917564446+0j),(47.333333333333336+0j),(48.46666666666667-120j),(49.53333333333333+120j)
(12460.998972442123+0j),(48.833333333333336+0j),(49.91666666666666-120j),(50.91666666666666+120j)
(12472.320219066809+0j),(49.07692307692308+0j),(49.84615384615385-120j),(50.69230769230769+120j)
(12479.673504363414+0j),(48.5+0j),(49.71428571428572-120j),(50.142857142857146+120j)
(12489.612176854462+0j),(48.35714285714285+0j),(48.92857142857143-120j),(50.57142857142857+120j)
(12484.209827907047+0j),(42+0j),(42.42857142857143-120j),(43.71428571428572+120j)
(12398.996734879729+0j),(41.53846153846154+0j),(42.15384615384615-120j),(43.53846153846154+120j)
(12427.093390562215+0j),(41.21428571428572+0j),(42.42857142857143-120j),(43.57142857142857+120j)
(12435.325390279506+0j),(41.23076923076923+0j),(42.38461538461539-120j),(43.07692307692308+120j)
(12441.35944078519+0j),(42.13333333333333+0j),(43.13333333333333-120j),(44.266666666666666+120j)
(12443.754069758827+0j),(41.85714285714285+0j),(42.92857142857143-120j),(44.142857142857146+120j)
(12418.182528440493+0j),(41.69230769230769+0j),(42.69230769230769-120j),(43.69230769230769+120j)
(12392.576092325662+0j),(42.5+0j),(43.42857142857143-120j),(44.21428571428572+120j)
(12393.089997510328+0j),(42.53846153846154+0j),(43.61538461538461-120j),(44.53846153846154+120j)
(12397.788740470349+0j),(43.6+0j),(44.8-120j),(45.53333333333333+120j)
(12409.833155316826+0j),(42.15384615384615+0j),(42.92307692307692-120j),(44+120j)
(12379.366825727282+0j),(42.53846153846154+0j),(43.53846153846154-120j),(44.76923076923077+120j)
(12356.326743281545+0j),(42.642857142857146+0j),(43.35714285714285-120j),(44.85714285714285+120j)
(12355.064820550315+0j),(43.66666666666666+0j),(44.4-120j),(45.6+120j)
(12370.973041044446+0j),(43.15384615384615+0j),(43.76923076923077-120j),(44.76923076923077+120j)
(12374.03743862707+0j),(42.23076923076923+0j),(43.23076923076923-120j),(44.30769230769231+120j)
(12362.685844103617+0j),(42.333333333333336+0j),(43.86666666666667-120j),(44.46666666666667+120j)
(12363.419903731587+0j),(42.5+0j),(43.85714285714285-120j),(45.07142857142857+120j)
(12364.292802352864+0j),(43.75+0j),(44.333333333333336-120j),(46+120j)
(12385.441692570677+0j),(43.07142857142857+0j),(43.71428571428572-120j),(45.285714285714285+120j)
(12385.317974655853+0j),(42.15384615384615+0j),(42.46153846153846-120j),(44.15384615384615+120j)
(12404.101103413486+0j),(42.4+0j),(43.13333333333333-120j),(44.4+120j)
(12403.84129579235+0j),(43.333333333333336+0j),(44.16666666666666-120j),(45.66666666666666+120j)
(12403.831673287865+0j),(43.2+0j),(43.93333333333333-120j),(45.2+120j)
(12400.947671228912+0j),(42.5+0j),(43.142857142857146-120j),(44.642857142857146+120j)
(12399.751731385591+0j),(42.35714285714285+0j),(43.285714285714285-120j),(44.642857142857146+120j)
(12405.690191297257+0j),(43.35714285714285+0j),(44.57142857142857-120j),(45.35714285714285+120j)
(12403.408283090459+0j),(43.53333333333333+0j),(44.4-120j),(45.2+120j)
(12405.910134256947+0j),(42.73333333333333+0j),(43.53333333333333-120j),(45.06666666666667+120j)
(12400.205363739955+0j),(42.142857142857146+0j),(43.142857142857146-120j),(44.92857142857143+120j)
(12394.555578962885+0j),(42.76923076923077+0j),(43.38461538461539-120j),(45+120j)
(12396.287629770453+0j),(42.73333333333333+0j),(43.6-120j),(45.266666666666666+120j)
(12408.741899862973+0j),(42.57142857142857+0j),(43.71428571428572-120j),(45.285714285714285+120j)
(12410.680147195253+0j),(42.5+0j),(43.57142857142857-120j),(44.42857142857143+120j)
(12421.278648565376+0j),(42.142857142857146+0j),(43.57142857142857-120j),(44.57142857142857+120j)
(12413.685117882034+0j),(42.66666666666666+0j),(44-120j),(45.13333333333333+120j)
(12396.658783514933+0j),(43+0j),(43.92857142857143-120j),(45.57142857142857+120j)
(12402.90495208655+0j),(42.30769230769231+0j),(43.30769230769231-120j),(44.84615384615385+120j)
(12396.941960075534+0j),(41.86666666666667+0j),(42.46666666666667-120j),(43.93333333333333+120j)
(12394.638057572769+0j),(41.85714285714285+0j),(42.785714285714285-120j),(44.07142857142857+120j)
(12388.382372238473+0j),(42.30769230769231+0j),(43.30769230769231-120j),(44.61538461538461+120j)
(12390.28318697088+0j),(42.8+0j),(43.46666666666667-120j),(45+120j)
(12395.488221705422+0j),(42.76923076923077+0j),(43.46153846153846-120j),(45+120j)
(12384.894584458445+0j),(42.53333333333333+0j),(43.66666666666666-120j),(44.86666666666667+120j)
(12377.31754949708+0j),(41.57142857142857+0j),(42.642857142857146-120j),(43.92857142857143+120j)
(12377.606224631674+0j),(42.642857142857146+0j),(43.71428571428572-120j),(44.785714285714285+120j)
(12383.497100729945+0j),(42.30769230769231+0j),(43.15384615384615-120j),(44.46153846153846+120j)
(12384.918270623337+0j),(41.61538461538461+0j),(42.61538461538461-120j),(43.84615384615385+120j)
(12381.12256269974+0j),(42.06666666666667+0j),(43.13333333333333-120j),(44.13333333333333+120j)
(12383.420966628511+0j),(42.142857142857146+0j),(42.85714285714285-120j),(44+120j)
(12397.403840290888+0j),(42.46666666666667+0j),(43.46666666666667-120j),(45.2+120j)
(12396.658783514933+0j),(41.785714285714285+0j),(42.642857142857146-120j),(44.07142857142857+120j)
(12394.060707303579+0j),(41.71428571428572+0j),(42.42857142857143-120j),(44+120j)
(12386.049284996823+0j),(41.93333333333333+0j),(42.73333333333333-120j),(44+120j)
(12394.555578962885+0j),(42.53333333333333+0j),(43.53333333333333-120j),(44.73333333333333+120j)
(12384.509684278986+0j),(42.66666666666666+0j),(43.66666666666666-120j),(44.93333333333333+120j)
(12382.472462614845+0j),(41.57142857142857+0j),(42.642857142857146-120j),(44.142857142857146+120j)
(12370.218044538586+0j),(41.76923076923077+0j),(42.84615384615385-120j),(43.92307692307692+120j)
(12380.740411807275+0j),(42.142857142857146+0j),(43.42857142857143-120j),(44.5+120j)
(12379.66818987878+0j),(42.57142857142857+0j),(44.07142857142857-120j),(45.142857142857146+120j)
(12377.850911174331+0j),(41.93333333333333+0j),(42.4-120j),(44.333333333333336+120j)
(12378.813161622982+0j),(41.8+0j),(42.4-120j),(43.86666666666667+120j)
(12376.369045483412+0j),(41.142857142857146+0j),(42.07142857142857-120j),(43.42857142857143+120j)
(12373.523533442405+0j),(41.92857142857143+0j),(43.07142857142857-120j),(44.07142857142857+120j)
(12372.654758751625+0j),(42.4+0j),(43.2-120j),(44.6+120j)
(12387.716198850947+0j),(41.61538461538461+0j),(42.23076923076923-120j),(43.69230769230769+120j)
(12390.913831111075+0j),(41.53846153846154+0j),(42.38461538461539-120j),(43.92307692307692+120j)
(12379.890882125468+0j),(42+0j),(42.66666666666666-120j),(43.93333333333333+120j)
(12367.337637701088+0j),(41.92857142857143+0j),(42.5-120j),(44+120j)
(12366.443062009266+0j),(40.46153846153846+0j),(41.61538461538461-120j),(43.15384615384615+120j)
(12367.708791445568+0j),(41.57142857142857+0j),(42.35714285714285-120j),(43.642857142857146+120j)
(12378.760925170056+0j),(41.21428571428572+0j),(41.92857142857143-120j),(43.285714285714285+120j)
(12386.318715122447+0j),(42.06666666666667+0j),(42.6-120j),(44.13333333333333+120j)
(12391.380152482343+0j),(41.642857142857146+0j),(42.57142857142857-120j),(44+120j)
