time,building,meter,avgVoltage,currentA,currentB,currentC,powerA,powerB,powerC
2022-08-12 13:20:00,NBN,NBN01,,,,,(61.333333333333336+38.06666666666667j),(57.66666666666666+43.06666666666667j),(174.53333333333333+122j)
2022-08-12 13:25:00,NBN,NBN01,,,,,(59.4+35.46666666666667j),(54.86666666666667+40.13333333333333j),(167.86666666666667+113.4j)
2022-08-12 13:30:00,NBN,NBN01,,,,,(60.6+37.13333333333333j),(56.2+42.2j),(171+119j)
2022-08-12 13:35:00,NBN,NBN01,,,,,(58.53333333333333+36.06666666666667j),(53.46666666666667+40.86666666666667j),(163.8+114.53333333333332j)
2022-08-12 13:40:00,NBN,NBN01,,,,,(61.2+37.6j),(56.4+43.06666666666667j),(172.06666666666666+120.33333333333331j)
2022-08-12 13:45:00,NBN,NBN01,,,,,(59.53333333333333+36.73333333333333j),(54.333333333333336+42j),(166.46666666666667+118.06666666666666j)
2022-08-12 13:50:00,NBN,NBN01,,,,,(61.6+36.73333333333333j),(56.6+42.6j),(172+118.86666666666666j)
2022-08-12 13:55:00,NBN,NBN01,,,,,(61.4+37.13333333333333j),(55.46666666666667+42.46666666666667j),(169.93333333333334+118.33333333333331j)
2022-08-12 14:00:00,NBN,NBN01,,,,,(61.73333333333333+37.8j),(55.6+43.6j),(171.13333333333333+121j)
2022-08-12 14:05:00,NBN,NBN01,,,,,(64.86666666666666+37.46666666666667j),(58.13333333333333+44.06666666666667j),(178.6+120.66666666666669j)
2022-08-12 14:10:00,NBN,NBN01,,,,,(63.4+37.73333333333333j),(57.46666666666667+43.86666666666667j),(175.13333333333333+121.4j)
2022-08-12 14:15:00,NBN,NBN01,,,,,(64.06666666666666+39.2j),(58.4+45.13333333333333j),(177.33333333333334+125.26666666666668j)
2022-08-12 14:20:00,NBN,NBN01,,,,,(65.2+39.333333333333336j),(58.66666666666666+45.2j),(179.93333333333334+124.46666666666668j)
2022-08-12 14:25:00,NBN,NBN01,,,,,(64.4+39.46666666666667j),(59.266666666666666+45.46666666666667j),(179.53333333333333+126.4j)
2022-08-12 14:30:00,NBN,NBN01,,,,,(64.33333333333333+39.73333333333333j),(60.266666666666666+45.73333333333333j),(180.8+127.2j)
2022-08-12 14:35:00,NBN,NBN01,,,,,(66.4+40.53333333333333j),(61.4+46.4j),(185.3333333333333+129.66666666666666j)
